Feature,Selection_Frequency,Mean_VIP,Std_VIP,Stable
Ethyl laurate Area,0.0,0.0,0.0,False
Ethyl isobutyrate Area,0.0,0.0,0.0,False
Ethyl butanoate Area,0.0,0.0,0.0,False
Ethyl benzoate Area,0.0,0.0,0.0,False
Ethyl 3-methylbutanoate Area,0.0,0.0,0.0,False
Butyric acid Area,0.0,0.0,0.0,False
Butyl hexanoate Area,0.0,0.0,0.0,False
Isoamyl butyrate Area,0.0,0.0,0.0,False
Pentyl acetate Area,0.0,0.0,0.0,False
Octyl acetate Area,0.0,0.0,0.0,False
Nonyl acetate Area,0.0,0.0,0.0,False
Neryl acetate Area,0.0,0.0,0.0,False
Methyl isobutyl ketone Area,0.0,0.0,0.0,False
Isopropyl hexanoate Area,0.0,0.0,0.0,False
Propanoic acid Area,0.0,0.0,0.0,False
Pentyl butyrate Area,0.0,0.0,0.0,False
Tetrahydrothiophene Area,0.0,0.0,0.0,False
Tetradecanal Area,0.0,0.0,0.0,False
Phenylacetaldehyde Area,0.0,0.0,0.0,False
alpha-Thujone Area,0.0,0.0,0.0,False
gamma-Undecalactone Area,0.0,0.0,0.0,False
gamma-Terpinene Area,0.0,0.0,0.0,False
cis-3-Hexen-1-ol Area,0.0,0.0,0.0,False
trans-2-Heptenal Area,0.0,0.0,0.0,False
